"SECCIO_CENSAL","HOMES","DONES","EDAT_0_A_14","EDAT_15_A_24","EDAT_25_A_64","EDAT_65_A_MES","NACIONALS","COMUNITARIS","ESTRANGERS","DATA_DADES"
"10025","562","731","135","110","770","278","1001","84","208","04-09-2022 10:00:05"
"10026","765","836","184","147","973","297","1213","117","271","04-09-2022 10:00:05"
"10027","706","806","151","133","863","365","1289","66","157","04-09-2022 10:00:05"
"10028","856","918","170","193","1070","341","1416","73","285","04-09-2022 10:00:05"
"10029","695","731","180","125","814","307","1173","84","169","04-09-2022 10:00:05"
"10030","801","929","189","151","919","471","1521","60","149","04-09-2022 10:00:05"
"10031","717","785","154","103","914","331","1192","99","211","04-09-2022 10:00:05"
"10032","650","707","133","137","841","246","1130","113","114","04-09-2022 10:00:05"
"10033","397","473","69","77","400","324","809","21","40","04-09-2022 10:00:05"
"10034","792","881","182","141","843","507","1458","56","159","04-09-2022 10:00:05"
"10035","953","988","247","249","1075","370","1804","48","89","04-09-2022 10:00:05"
"10036","700","711","183","216","849","163","1198","102","111","04-09-2022 10:00:05"
"10037","487","547","134","93","613","194","759","71","204","04-09-2022 10:00:05"
"10038","757","855","155","154","990","313","1264","172","176","04-09-2022 10:00:05"
"10039","867","959","211","178","1119","318","1324","189","313","04-09-2022 10:00:05"
"10040","880","954","183","154","1095","402","1363","158","313","04-09-2022 10:00:05"
"10041","778","848","180","119","972","355","1227","127","272","04-09-2022 10:00:05"
"10042","1637","1752","654","219","2092","424","2516","304","569","04-09-2022 10:00:05"
"10043","1308","1340","369","364","1676","239","1584","452","612","04-09-2022 10:00:05"
"10044","755","823","136","121","901","420","1186","169","223","04-09-2022 10:00:05"
"10045","625","680","145","105","740","315","1026","133","146","04-09-2022 10:00:05"
"10046","560","668","115","71","665","377","970","107","151","04-09-2022 10:00:05"
"10047","818","878","136","125","975","460","1255","186","255","04-09-2022 10:00:05"
"10048","832","813","210","151","963","321","1224","211","210","04-09-2022 10:00:05"
"10049","638","643","134","107","683","357","1025","112","144","04-09-2022 10:00:05"
"10050","725","820","167","127","863","388","1275","101","169","04-09-2022 10:00:05"
"10051","808","851","223","156","961","319","1266","197","196","04-09-2022 10:00:05"
"10052","1196","1202","334","285","1479","300","1855","299","244","04-09-2022 10:00:05"
"10053","833","871","188","191","950","375","1374","165","165","04-09-2022 10:00:05"
"10054","466","515","128","126","560","167","759","127","95","04-09-2022 10:00:05"
"10055","1290","1326","318","368","1406","524","2063","296","257","04-09-2022 10:00:05"
"10056","903","930","242","143","1235","213","1201","311","321","04-09-2022 10:00:05"
"10057","705","712","187","95","909","226","986","199","232","04-09-2022 10:00:05"
"10058","553","578","161","81","721","168","852","120","159","04-09-2022 10:00:05"
"10059","835","934","241","138","1104","286","1194","286","289","04-09-2022 10:00:05"
"10060","842","852","236","156","1115","187","1153","234","307","04-09-2022 10:00:05"
"10061","843","927","238","132","962","438","1466","141","163","04-09-2022 10:00:05"
"10062","724","803","191","144","893","299","1268","114","145","04-09-2022 10:00:05"
"10063","593","622","142","98","685","290","999","119","97","04-09-2022 10:00:05"
"10064","785","872","216","132","1037","272","1200","228","229","04-09-2022 10:00:05"
"10065","754","789","199","153","923","268","1211","176","156","04-09-2022 10:00:05"
"10066","1022","1073","292","248","1213","342","1628","208","259","04-09-2022 10:00:05"
"10067","911","1015","332","289","1116","189","1563","198","165","04-09-2022 10:00:05"
"10068","797","838","255","234","945","201","1400","123","112","04-09-2022 10:00:05"
"10069","1324","1470","539","266","1647","342","2245","228","321","04-09-2022 10:00:05"
"10070","756","883","175","150","1042","272","1252","202","185","04-09-2022 10:00:05"
"10071","874","918","207","199","1024","362","1556","106","130","04-09-2022 10:00:05"
"10072","1001","1037","310","178","1223","327","1518","262","258","04-09-2022 10:00:05"
"10073","699","758","168","119","771","399","1220","100","137","04-09-2022 10:00:05"
"10074","843","879","205","160","1065","292","1265","177","280","04-09-2022 10:00:05"
"10075","756","792","172","139","930","307","1175","167","206","04-09-2022 10:00:05"
"10076","1101","1167","489","92","1542","145","1905","156","207","04-09-2022 10:00:05"
"10077","912","898","283","248","1072","207","1521","149","140","04-09-2022 10:00:05"
"10078","1206","1220","457","286","1426","257","1852","298","276","04-09-2022 10:00:05"
"10079","828","910","205","213","949","371","1473","108","157","04-09-2022 10:00:05"
"10080","1135","1197","461","276","1325","270","1339","354","639","04-09-2022 10:00:05"
"10081","1093","1091","297","233","1304","350","1461","99","624","04-09-2022 10:00:05"
"10082","1041","944","366","251","1161","207","1099","60","826","04-09-2022 10:00:05"
"10083","1210","1022","440","328","1257","207","1217","38","977","04-09-2022 10:00:05"
"10084","838","817","224","185","985","261","1073","44","538","04-09-2022 10:00:05"
"10085","1058","1011","355","241","1191","282","1291","57","721","04-09-2022 10:00:05"
"10086","989","982","275","245","1146","305","1438","41","492","04-09-2022 10:00:05"
"10087","908","942","291","188","1046","325","1296","53","501","04-09-2022 10:00:05"
"10088","814","854","176","174","916","402","1437","32","199","04-09-2022 10:00:05"
"10089","3525","2149","725","682","3883","384","1948","341","3385","04-09-2022 10:00:05"
"10090","726","786","202","155","886","269","1101","66","345","04-09-2022 10:00:05"
"10091","999","984","225","193","1102","463","1528","87","368","04-09-2022 10:00:05"
"10092","693","789","112","96","754","520","1282","39","161","04-09-2022 10:00:05"
"10093","551","584","108","75","576","376","969","59","107","04-09-2022 10:00:05"
"10094","1576","1567","593","187","2099","264","2229","351","563","04-09-2022 10:00:05"
"10095","647","660","193","107","809","198","1040","98","169","04-09-2022 10:00:05"
"10096","775","894","242","175","1028","224","1275","164","230","04-09-2022 10:00:05"
"10097","730","837","221","168","913","265","1302","119","146","04-09-2022 10:00:05"
"10098","827","916","152","179","1095","317","1587","69","87","04-09-2022 10:00:05"
"10099","524","592","149","134","627","206","1027","11","78","04-09-2022 10:00:05"
"10100","779","904","239","140","945","359","1306","106","271","04-09-2022 10:00:05"
"10101","860","855","274","160","1047","234","1205","141","369","04-09-2022 10:00:05"
"10102","1247","1395","308","246","1464","624","2188","100","354","04-09-2022 10:00:05"
"10103","1037","1122","209","197","1092","661","1910","50","199","04-09-2022 10:00:05"
"10104","737","818","127","110","953","365","1463","24","68","04-09-2022 10:00:05"
"10105","1003","1159","219","242","1218","483","1896","46","220","04-09-2022 10:00:05"
"10106","462","552","95","93","537","289","868","37","109","04-09-2022 10:00:05"
"10107","707","779","183","137","861","305","1326","58","102","04-09-2022 10:00:05"
"10108","598","697","129","92","631","443","1157","33","105","04-09-2022 10:00:05"
"10109","783","881","193","139","896","436","1348","54","262","04-09-2022 10:00:05"
"10110","825","1007","209","177","1056","390","1390","83","359","04-09-2022 10:00:05"
"10111","602","686","137","119","693","339","1067","39","182","04-09-2022 10:00:05"
"10112","734","785","168","140","675","536","1377","39","103","04-09-2022 10:00:05"
"10113","579","612","136","121","735","199","947","47","197","04-09-2022 10:00:05"
"10114","754","805","198","172","913","276","1177","61","321","04-09-2022 10:00:05"
"10115","666","763","155","110","818","346","1135","57","237","04-09-2022 10:00:05"
"10116","814","972","228","139","971","448","1456","82","248","04-09-2022 10:00:05"
"10117","587","636","125","109","610","379","1072","34","117","04-09-2022 10:00:05"
"10118","469","516","116","103","460","306","909","23","53","04-09-2022 10:00:05"
"10119","546","626","131","104","658","279","952","28","192","04-09-2022 10:00:05"
"10120","665","806","156","156","843","316","1146","51","274","04-09-2022 10:00:05"
"10121","759","827","210","118","932","326","1267","74","245","04-09-2022 10:00:05"
"10122","701","796","133","157","772","435","1324","30","143","04-09-2022 10:00:05"
"10123","653","688","140","130","695","376","1161","49","131","04-09-2022 10:00:05"
"10124","516","564","117","101","568","294","960","21","99","04-09-2022 10:00:05"
"10125","522","573","123","90","542","340","949","18","128","04-09-2022 10:00:05"
"10126","470","532","78","98","515","311","910","8","84","04-09-2022 10:00:05"
"10127","504","525","143","118","572","196","940","19","70","04-09-2022 10:00:05"
"10128","718","838","163","113","779","501","1432","25","99","04-09-2022 10:00:05"
"10129","546","592","91","114","601","332","1038","23","77","04-09-2022 10:00:05"
"10130","589","639","141","82","686","319","1002","43","183","04-09-2022 10:00:05"
"10131","515","592","76","79","589","363","1010","13","84","04-09-2022 10:00:05"
"10132","612","676","161","121","665","341","1053","27","208","04-09-2022 10:00:05"
"10133","829","932","184","161","884","532","1430","60","271","04-09-2022 10:00:05"
"10134","717","859","172","147","824","433","1302","56","218","04-09-2022 10:00:05"
"10135","591","658","187","116","619","327","1051","36","162","04-09-2022 10:00:05"
"10136","655","746","142","134","678","447","1195","15","191","04-09-2022 10:00:05"
"10137","739","831","174","160","817","419","1330","45","195","04-09-2022 10:00:05"
"10138","814","917","221","187","1014","309","1352","54","325","04-09-2022 10:00:05"
"10139","817","889","202","141","962","401","1293","49","364","04-09-2022 10:00:05"
"10140","807","853","181","172","953","354","1280","39","341","04-09-2022 10:00:05"
"10141","537","600","133","124","606","274","985","28","124","04-09-2022 10:00:05"
"10142","789","862","212","157","947","335","1324","39","288","04-09-2022 10:00:05"
"10143","849","951","205","199","1004","392","1399","58","343","04-09-2022 10:00:05"
"10234","807","974","159","156","941","525","1510","63","208","04-09-2022 10:00:05"
"10235","615","681","134","95","689","378","1070","66","160","04-09-2022 10:00:05"
"10236","740","846","143","96","813","534","1269","105","212","04-09-2022 10:00:05"
"10237","406","508","105","97","505","207","756","27","131","04-09-2022 10:00:05"
